111.64,0.061023,174.16
111.65,0.061331,172.03
111.66,0.061648,169.86
111.67,0.061974,167.66
111.68,0.062307,165.44
111.69,0.062645,163.22
111.7,0.062987,161
111.71,0.063332,158.79
111.72,0.063679,156.61
111.73,0.064025,154.45
111.74,0.064371,152.33
111.75,0.064713,150.26
111.76,0.065052,148.24
111.77,0.065386,146.27
111.78,0.065714,144.36
111.79,0.066039,142.5
111.8,0.06636,140.68
111.81,0.066678,138.91
111.82,0.066993,137.17
111.83,0.067306,135.46
111.84,0.067613,133.81
111.85,0.06791,132.22
111.86,0.068195,130.73
111.87,0.068462,129.34
111.88,0.068709,128.07
111.89,0.068932,126.93
111.9,0.069131,125.92
111.91,0.069305,125.05
111.92,0.069454,124.3
111.93,0.069579,123.69
111.94,0.069678,123.2
111.95,0.069753,122.83
111.96,0.069803,122.58
111.97,0.069827,122.46
111.98,0.069828,122.46
111.99,0.069803,122.58
112,0.069754,122.82
112.01,0.069679,123.19
112.02,0.069579,123.69
112.03,0.06945,124.32
112.04,0.069292,125.11
112.05,0.069101,126.07
112.06,0.068878,127.2
112.07,0.068619,128.53
112.08,0.06833,130.02
112.09,0.068014,131.67
112.1,0.067677,133.47
112.11,0.067321,135.38
112.12,0.066951,137.39
112.13,0.066572,139.49
112.14,0.066185,141.67
112.15,0.065788,143.94
112.16,0.065384,146.28
112.17,0.064972,148.72
112.18,0.064552,151.23
112.19,0.064126,153.83
112.2,0.063695,156.51
112.21,0.063262,159.24
112.22,0.062829,162.02
112.23,0.0624,164.83
112.24,0.061977,167.64
112.25,0.061561,170.45
112.26,0.061154,173.25
112.27,0.060757,176.02
112.28,0.06037,178.77
112.29,0.059994,181.48
112.3,0.059629,184.15
112.31,0.059277,186.76
112.32,0.058935,189.33
112.33,0.058605,191.85
112.34,0.058286,194.31
112.35,0.057976,196.74
112.36,0.057676,199.11
112.37,0.057384,201.45
112.38,0.057099,203.76
112.39,0.056818,206.06
112.4,0.05654,208.37
112.41,0.056261,210.7
112.42,0.055981,213.08
112.43,0.055696,215.52
112.44,0.055405,218.05
112.45,0.055105,220.68
112.46,0.054794,223.44
112.47,0.05447,226.35
112.48,0.054131,229.44
112.49,0.053774,232.74
112.5,0.053398,236.27
112.51,0.053001,240.05
