100.22,0.15137,0.15107
100.37,0.1559,0.15049
100.52,0.15708,0.15031
100.67,0.1583,0.14964
100.82,0.16505,0.14917
100.97,0.16568,0.14927
101.12,0.15611,0.15052
101.27,0.14689,0.14936
101.42,0.14876,0.14642
101.57,0.14794,0.14711
101.72,0.14897,0.14597
101.87,0.15658,0.14277
102.02,0.16633,0.14062
102.17,0.16419,0.14109
102.32,0.15678,0.14135
102.47,0.15408,0.13998
102.62,0.15822,0.13927
102.77,0.15287,0.14197
102.92,0.1548,0.14095
103.07,0.15898,0.13888
103.22,0.1569,0.13832
103.37,0.15221,0.13853
103.52,0.14755,0.13727
103.67,0.14811,0.13623
103.82,0.14382,0.13692
103.97,0.15077,0.13806
104.12,0.15972,0.13875
104.27,0.15904,0.13848
104.42,0.15482,0.13822
104.57,0.15269,0.13897
104.72,0.1549,0.1386
104.87,0.15237,0.13877
105.02,0.15178,0.1385
105.17,0.15906,0.13769
105.32,0.16195,0.13782
105.47,0.15454,0.13804
105.62,0.15005,0.13764
105.77,0.14866,0.13724
105.92,0.1483,0.13647
106.07,0.14153,0.13611
106.22,0.14157,0.13534
106.37,0.14962,0.13533
106.52,0.15281,0.13634
106.67,0.15225,0.13789
106.82,0.14857,0.13809
106.97,0.15193,0.13856
107.12,0.14984,0.13913
107.27,0.15025,0.13871
107.42,0.15383,0.14045
107.57,0.15161,0.14113
107.72,0.14361,0.14136
107.87,0.1385,0.14111
108.02,0.13798,0.14086
108.17,0.13713,0.1407
108.32,0.14281,0.13927
108.47,0.15004,0.13821
108.62,0.15956,0.13708
108.77,0.15221,0.1369
108.92,0.14862,0.13579
109.07,0.14867,0.13495
109.22,0.15704,0.13544
109.37,0.15351,0.1361
109.52,0.16004,0.13559
109.67,0.1707,0.13491
109.82,0.16626,0.13411
109.97,0.16098,0.13414
110.12,0.15282,0.13449
110.27,0.15332,0.13482
110.42,0.15249,0.1348
110.57,0.15457,0.13609
110.72,0.15983,0.1372
110.87,0.15855,0.13675
111.02,0.15527,0.13602
111.17,0.15216,0.1362
111.32,0.14794,0.13658
111.47,0.14937,0.13756
111.62,0.1487,0.138
111.77,0.14936,0.1385
111.92,0.15283,0.13825
112.07,0.1459,0.1398
112.22,0.14046,0.14123
112.37,0.13164,0.14234
